year,week,title,link,pdf_link,objet,resume
2019,13,DGAL/SDSSA/2019-244,https://info.agriculture.gouv.fr/boagri/instruction-2019-244,https://info.agriculture.gouv.fr/boagri/instruction-2019-244/telechargement,"Bilan de l'opération alimentation ""Fêtes de fin d'année"" 2018/2019","La présente note présente le bilan des contrôles officiels renforcés menés en sécurité sanitaire des aliments par les inspecteurs des DD(CS)PP et DAAF pendant la période des fêtes de fin d'année, établie du 1er novembre 2018 au 15 janvier 2019. 
Elle intègre le bilan cumulé des interventions réalisées par les agents des DD(CS)PP en hygiène alimentaire dans les divers secteurs d'activités relevant de la remise directe au consommateur final."
2019,19,DGAL/SDSSA/2019-329,https://info.agriculture.gouv.fr/boagri/instruction-2019-329,https://info.agriculture.gouv.fr/boagri/instruction-2019-329/telechargement,Plan de surveillance de la contamination des carcasses de porcs d'engraissement et des carcasses de bovins de moins d'un an par Salmonella spp. au stade de l'abattoir et de la résistance aux antibiotiques des souches isolées - 2019.,"Ce plan de surveillance est destiné à apprécier le profil d'antibiorésistance de souches de Salmonella isolées de carcasses de porcs d'engraissement et de carcasses de bovins de moins d’un an à l'abattoir. L’objectif européen est d’obtenir 170 isolats par filière. En filière porcine, 1500 échantillons (n=1) seront prélevés dans des établissements agréés pour l'abattage de porcs d'engraissement au prorata des volumes d'abattage. Pour la filière bovine, 7300 échantillons (n=1) seront prélevés dans les établissements agréés pour l'abattage de bovins de moins d'un an ; la répartition des prélèvements a été établie en fonction du nombre d'exploitations ayant envoyé des bovins de moins d'un an dans chaque abattoir en 2017. La période de réalisation des prélèvements s'étend du 2 janvier au 31 décembre 2019. Les résultats d'analyses seront saisis dans SIGAL par les laboratoires agréés au fur et à mesure de leur obtention et devront être disponibles au plus tard le 1er février 2020."
2019,19,DGAL/SDSSA/2019-365,https://info.agriculture.gouv.fr/boagri/instruction-2019-365,https://info.agriculture.gouv.fr/boagri/instruction-2019-365/telechargement,Prévention de la consommation de fromages au lait cru par les enfants de moins de 5 ans,La présente instruction porte un message de prévention visant à éviter la consommation de fromages au lait cru par les enfant de moins de 5 ans.
2019,21,DGAL/SDSSA/2019-380,https://info.agriculture.gouv.fr/boagri/instruction-2019-380,https://info.agriculture.gouv.fr/boagri/instruction-2019-380/telechargement,Réglementation sanitaire applicable à la production de cuisses de grenouilles destinées à la consommation humaine.,"La présente instruction a pour objet de préciser la réglementation sanitaire applicable à la production de cuisses de grenouilles destinées à la consommation humaine, notamment pour ce qui concerne les conditions sanitaires particulières applicables aux établissements de mise à mort des grenouilles et de préparation de cuisses de grenouilles. Elle présente également l’évolution apportée par la dernière modification de l’arrêté du 8 juin 2006 pour cette filière."
2019,23,DGAL/SDSSA/2019-428,https://info.agriculture.gouv.fr/boagri/instruction-2019-428,https://info.agriculture.gouv.fr/boagri/instruction-2019-428/telechargement,Gestion des balles d'abdomen en établissement de traitement du gibier sauvage.,La présente instruction rappelle les modalités de gestion des balles d'abdomen pour l'ensemble des acteurs de la filière et décrit la conduite à tenir par les services vétérinaires d'inspection lors de la réception de carcasses en peau présentant des balles d'abdomen dans un établissement de traitement du gibier sauvage.
2019,24,DGAL/SDSSA/2019-446,https://info.agriculture.gouv.fr/boagri/instruction-2019-446,https://info.agriculture.gouv.fr/boagri/instruction-2019-446/telechargement,Fiche d'accompagnement du gibier sauvage et examen initial.,Cette note détaille les dispositions des sections III et III bis de l’annexe VII de l’arrêté du 18 décembre 2009 modifié et précise la conduite à tenir pour les services vétérinaires d’inspection si des non-conformités sont constatées relatives à la fiche d’accompagnement du gibier sauvage.
2019,25,DGAL/SDSSA/2019-452,https://info.agriculture.gouv.fr/boagri/instruction-2019-452,https://info.agriculture.gouv.fr/boagri/instruction-2019-452/telechargement,"Inspection des établissements fabriquant, mélangeant ou conditionnant des poudres de lait ou de produits laitiers infantiles - Plan de prélèvement d'échantillon à réaliser en 2019",La présente instruction détaille les points de vigilance spécifiques à observer lors de l'inspection des établissements de poudres de lait ou de produits laitiers infantiles au stade de la production. Elle détaille également les conditions d'un plan de prélèvement d'échantillons à réaliser au cours de l'inspection conduite en 2019.
2019,27,DGAL/SDSSA/2019-486,https://info.agriculture.gouv.fr/boagri/instruction-2019-486,https://info.agriculture.gouv.fr/boagri/instruction-2019-486/telechargement,Jugement de conformité des lots de produits de la pêche et de coquillages vivants trouvés contaminés par des Vibrio suite à des contrôles officiels (version modifiée de l'IT 2014-487),"La présente note a pour objet de définir les critères de jugement de conformité d'un lot de produits de la pêche ou de coquillages vivants trouvés contaminés par des Vibrio.
Les informations contenues dans l'IT 2014-487 ont été actualisées, notamment pour ce qui concerne la méthodes d'analyse et les modalités de gestion des lots contaminés.
Les modifications apportées à la précédente version de 2014 sont surlignées."
2019,27,DGAL/SDSSA/2019-487,https://info.agriculture.gouv.fr/boagri/instruction-2019-487,https://info.agriculture.gouv.fr/boagri/instruction-2019-487/telechargement,Instruction des demandes de participation à l'expérimentation de dispositifs d'abattoirs mobiles.,La présente instruction précise les modalités d'instruction par les services déconcentrés des demandes de participation à l'expérimentation de dispositifs d'abattoirs mobiles prévus par l’article 73 de la loi n° 2018-938 du 30 octobre 2018.
2019,28,DGAL/SDSSA/2019-483,https://info.agriculture.gouv.fr/boagri/instruction-2019-483,https://info.agriculture.gouv.fr/boagri/instruction-2019-483/telechargement,Dérogation à l'obligation de réfrigération des viandes en abattoir avant le transport à une température inférieure ou égale à 7°C à cœur.,"Cette instruction définit les modalités d'application du règlement (UE) 2017/1981 de la Commission du 31 octobre 2017, modifiant l'annexe III du règlement (CE) n°853/2004 du Parlement européen et du Conseil en ce qui concerne les conditions de température pendant le transport de viande. Elle précise les conditions d'attribution des autorisations pour expédier et transporter des carcasses n'ayant pas atteint une température à cœur de 7°C maximum."
2019,28,DGAL/SDSSA/2019-504,https://info.agriculture.gouv.fr/boagri/instruction-2019-504,https://info.agriculture.gouv.fr/boagri/instruction-2019-504/telechargement,"Modalités d'organisation pour la participation des services communaux d'hygiène et de santé (SCHS) dans le dispositif de publication des résultats des contrôles officiels « Alim'confiance » en collaboration avec les DD(CS)PP , les DAAF et les DRAAF.","Cette instruction synthétise les modalités d'organisation entre les DD(CS)PP, les DAAF et les DRAAF pour l'intégration des résultats des contrôles en sécurité sanitaire des aliments (SSA) des SCHS. Elle détaille notamment les habilitations des SCHS, leurs modalités de contrôle en SSA, leurs méthodes et outils, leurs formations ainsi que les partenariats possibles entre les structures."
2019,29,DGAL/SDSSA/2019-514,https://info.agriculture.gouv.fr/boagri/instruction-2019-514,https://info.agriculture.gouv.fr/boagri/instruction-2019-514/telechargement,Mise à la disposition des services de prestations d'assistance – conseil en ergonomie dans des projets de conception/rénovation de postes d'inspection vétérinaire en abattoir de boucherie.,"Les services déconcentrés peuvent bénéficier de prestations d'assistance – conseil en ergonomie dans des projets de conception/rénovation de postes d'inspection vétérinaire en abattoir d'animaux de boucherie. La présente note décrit les objectifs de ces prestations, les conditions de leur réalisation ainsi que les modalités de l'appel à prestations en ergonomie."
2019,31,DGAL/SDSSA/2019-555,https://info.agriculture.gouv.fr/boagri/instruction-2019-555,https://info.agriculture.gouv.fr/boagri/instruction-2019-555/telechargement,Modalités d'application de l'article 50 de la loi n°2018-938 du 30 octobre 2018.,Cette instruction présente le contenu et les objectifs de l'article 50 de la loi n°2018-938 du 30 octobre 2018 et décrit les modalités d'application de ce même article.
2019,31,DGAL/SDSSA/2019-577,https://info.agriculture.gouv.fr/boagri/instruction-2019-577,https://info.agriculture.gouv.fr/boagri/instruction-2019-577/telechargement,Conditionnement des produits de la pêche dans de l’eau de mer réfrigérée : anomalies et conduite à tenir,"Cette instruction rappelle que le conditionnement des poissons entiers, éviscérés ou non, dans de l’eau de mer (réfrigérée ou non) n’est pas réglementairement autorisé entre deux établissements à terre. Elle précise la conduite à tenir en cas de constat de non-conformité sur ce point."
2019,31,DGAL/SDSSA/2019-583,https://info.agriculture.gouv.fr/boagri/instruction-2019-583,https://info.agriculture.gouv.fr/boagri/instruction-2019-583/telechargement,Contrôle officiel des engins de transport terrestre de denrées.,La présente instruction rappelle les exigences réglementaires applicables au secteur des transports routiers de denrées et décrit les modalités de mise en œuvre des contrôles officiels des engins utilisés pour ces transports.
2019,31,DGAL/SDSSA/2019-584,https://info.agriculture.gouv.fr/boagri/instruction-2019-584,https://info.agriculture.gouv.fr/boagri/instruction-2019-584/telechargement,Tests de dépistage et de confirmation de résidus d'antibiotiques et d'inhibiteurs dans le cadre du paiement du lait en fonction de sa qualité hygiénique et sanitaire,"Cette instruction diffuse les décisions de reconnaissance des tests de dépistage et de confirmation relatifs à la recherche de résidus d'antibiotiques dans les laits de vache, de chèvre et de brebis. Les tests décrits dans la présente instruction doivent être utilisés par les laboratoires reconnus dans le cadre du dispositif du paiement du lait."
2019,32,DGAL/SDSSA/2019-597,https://info.agriculture.gouv.fr/boagri/instruction-2019-597,https://info.agriculture.gouv.fr/boagri/instruction-2019-597/telechargement,Mise à jour du plan de surveillance de la contamination des viandes hachées de bœuf par E. coli STEC au stade de la production - 2019 : suppression de la recherche des souches AEEC.,"Les modifications apportées apparaissent en grisé et concernent la suppression de la recherche des souches AEEC.
Ce plan de surveillance est destiné à évaluer la contamination par Escherichia coli
producteurs de Shiga toxines (STEC) des viandes hachées de bœuf produites en France.
600 échantillons (n=1) seront prélevés dans les établissements agréés fabricant des viandes hachées de bœuf, proportionnellement aux volumes de production.
La période de réalisation des prélèvements s'étend du 2 janvier au 31 décembre 2019.
Les résultats d'analyses seront saisis dans SIGAL par les laboratoires agréés au fur et à mesure de leur obtention et devront être disponibles au plus tard le 1er février 2020."
2019,36,DGAL/SDSSA/2019-629,https://info.agriculture.gouv.fr/boagri/instruction-2019-629,https://info.agriculture.gouv.fr/boagri/instruction-2019-629/telechargement,Mesures applicables à la suite d'une suspicion ou de la mise en évidence de foyer IAHP en France_11ème mise à jour modifiée.,Cette instruction modifie l'instruction technique DGAL/SDSPA/2017-636 en supprimant la possibilité d'apposer une marque de salubrité communautaire ovale sur les viandes de volailles issues de zone de protection conformément aux exigences réglementaires européennes.
2019,38,DGAL/SDSSA/2019-664,https://info.agriculture.gouv.fr/boagri/instruction-2019-664,https://info.agriculture.gouv.fr/boagri/instruction-2019-664/telechargement,Contexte réglementaire de  la mise en œuvre d'un contrôle par vidéo à des fins de protection animale en abattoir ; mise en place de l'expérimentation prévue par l'article 71 la loi EGAlim du 30 octobre 2018.,"La loi EGALIM du 30 octobre 20181 prévoit, pour une durée de deux ans, que les abattoirs puissent s’équiper, à titre expérimental et sur la base du volontariat, de dispositifs de contrôle par vidéo des postes de saignée et de mise à mort
Cependant, les abatteurs peuvent ou se sont déjà équipés de dispositif sans entrer dans l’expérimentation. Cette note rappelle la réglementation générale qui encadre la vidéosurveillance et précise, dans le cas des abattoirs, les exigences s’appliquant à l’installation de caméras, notamment dans le cadre du contrôle du bien-être animal. Les modalités d’installation d’utilisation et de contrôle de ces dispositifs sont détaillées en s’attachant aux obligations des professionnels et des services vétérinaires d’inspection, qu’il s’agisse de dispositifs entrant ou non dans l’expérimentation."
2019,39,DGAL/SDSSA/2019-634,https://info.agriculture.gouv.fr/boagri/instruction-2019-634,https://info.agriculture.gouv.fr/boagri/instruction-2019-634/telechargement,Mise en place d’un tutorat pour les vétérinaires officiels cadres de proximité (VOCP) en poste en abattoir - sortie ENSV 2019,La présente note présente les modalités de la mise en place d’un tutorat des nouveaux vétérinaires officiels cadres de proximité sortant de l’école nationale des services vétérinaires (ENSV) - promotion juin 2019.
2019,46,DGAL/SDSSA/2019-759,https://info.agriculture.gouv.fr/boagri/instruction-2019-759,https://info.agriculture.gouv.fr/boagri/instruction-2019-759/telechargement,Mise en œuvre technique et financière du dispositif de surveillance sanitaire microbiologique et phycotoxinique des zones de production de coquillages (REMI et REPHYTOX),"La présente instruction met à jour l'instruction DGAL/SDSSA/2018-895 du 10 décembre 2018 relative à la mise en œuvre technique et financière du dispositif de surveillance sanitaire microbiologique et phycotoxinique des zones de production de coquillages (REMI et REPHYTOX). Elle apporte des compléments sur la formalisation de l’organisation locale, les possibilités de mutualisation, les tarifs, la supervision par le laboratoire, les formations disponibles et le contrôle de second niveau à mettre en œuvre par le pilote du dispositif."
2019,46,DGAL/SDSSA/2019-763,https://info.agriculture.gouv.fr/boagri/instruction-2019-763,https://info.agriculture.gouv.fr/boagri/instruction-2019-763/telechargement,Organisation des contrôles officiels relatifs à la protection animale en abattoir au moment de la mise à mort et des opération annexes.,La présente instruction précise les modalités du contrôle officiel de la protection des animaux à l’abattoir au moment de la mise à mort et des opérations annexes conformément au règlement (CE) n°1099/2009 et au règlement (UE) n°2017/625. Elle présente également le bilan de la revue des outils mis en place par les abattoirs de boucherie dans le contrôle interne de la protection animale demandée pour le 1er trimestre 2019.
2019,48,DGAL/SDSSA/2019-787,https://info.agriculture.gouv.fr/boagri/instruction-2019-787,https://info.agriculture.gouv.fr/boagri/instruction-2019-787/telechargement,Bilan 2019 de l'opération alimentation vacances,"La présente note d'information présente le bilan des contrôles officiels renforcés menés en sécurité sanitaire des aliments par les inspecteurs des DD(CS)PP et DAAF pendant la période estivale entre le 1er juin et le 15 septembre 2019. 
Elle intègre le bilan cumulé des interventions réalisées par les agents des DD(CS)PP en hygiène alimentaire dans les divers secteurs d'activité relevant de la remise directe au consommateur final."
2019,51,DGAL/SDSSA/2019-828,https://info.agriculture.gouv.fr/boagri/instruction-2019-828,https://info.agriculture.gouv.fr/boagri/instruction-2019-828/telechargement,"Plan de surveillance de la contamination des viandes fraîches de poulet de chair par Escherichia coli productrices de ß-lactamases à spectre étendu, de ß-lactamases AmpC ou de carbapénèmases au stade de la distribution - 2020","Ce plan de surveillance est destiné à détecter la présence d'Escherichia coli productrices de ß-lactamases à spectre étendu, de ß-lactamases AmpC ou de carbapénèmases transmises par les viandes fraîches de poulet de chair. 330 échantillons (n=1) seront prélevés au stade de la distribution, dans les grandes et moyennes surfaces (GMS), et seront répartis sur le territoire proportionnellement à la population humaine. La période de réalisation des prélèvements s'étend du 2 janvier au 31 décembre 2020."
2019,51,DGAL/SDSSA/2019-829,https://info.agriculture.gouv.fr/boagri/instruction-2019-829,https://info.agriculture.gouv.fr/boagri/instruction-2019-829/telechargement,Plan de surveillance de la contamination des carcasses de volaille par Salmonella spp. au stade de l'abattoir et de la résistance aux antibiotiques des souches isolées - 2020,"Ce plan de surveillance est destiné, d'une part, à estimer la contamination par Salmonella spp. des carcasses de volaille au stade de l'abattoir en France et, d'autre part, à apprécier le profil d'antibiorésistance des souches de Salmonella isolées. 
2270 échantillons (n=5) seront prélevés dans des établissements agréés pour l'abattage de poulets et de dindes, abattant plus de 300 tonnes de volailles par an, proportionnellement aux volumes d'abattage. 
La période de réalisation des prélèvements s'étend du 2 janvier au 31 décembre 2020. 
Les résultats d'analyse seront saisis dans SIGAL par les laboratoires agréés au fur et à mesure de leur obtention et devront être disponibles au plus tard le 1er février 2021."
2019,52,DGAL/SDSSA/2019-844,https://info.agriculture.gouv.fr/boagri/instruction-2019-844,https://info.agriculture.gouv.fr/boagri/instruction-2019-844/telechargement,Plan de surveillance de la contamination des viandes hachées de boeuf par E. coli STEC au stade de la distribution - 2020,"Ce plan de surveillance est destiné à évaluer la contamination par Escherichia coli producteurs de Shiga toxines (STEC) des viandes hachées de bœuf distribuées en France. 600 échantillons (n=1) seront prélevés dans les commerces de détail (GMS, restauration collective et restauration commerciale) entre le 2 janvier et le 31 décembre 2020.
Les résultats d'analyses seront saisis dans SIGAL par les laboratoires agréés au fur et à mesure de leur obtention et devront être disponibles au plus tard le 1er février 2021. 
Les modifications apportées par rapport à l'instruction technique relative au plan de surveillance de la contamination des viandes hachées de bœuf par E. coli STEC au stade de la distribution en 2018 apparaissent en grisé."
2019,52,DGAL/SDSSA/2019-855,https://info.agriculture.gouv.fr/boagri/instruction-2019-855,https://info.agriculture.gouv.fr/boagri/instruction-2019-855/telechargement,Gestion du risque norovirus en lien avec la consommation de coquillages (mise à jour),"Cette instruction technique présente les modalités de gestion du risque lié à la consommation de coquillages contaminés par norovirus. Cette gestion comprend d'une part des mesures de prévention en zone de production de coquillages et d'autre part des actions spécifiques en cas de toxi-infection alimentaire collective (TIAC) en lien avec les norovirus.
Les présentes modifications visent à étendre de 6 mois la demande d’envoi des échantillons issus de TIAC aux porteurs de projets de recherche sur norovirus.
Les modifications sont en grisé."
2019,52,DGAL/SDSSA/2019-861,https://info.agriculture.gouv.fr/boagri/instruction-2019-861,https://info.agriculture.gouv.fr/boagri/instruction-2019-861/telechargement,Durée de vie microbiologique des aliments.,"Cette instruction a pour objectif de préciser, de façon générale, les moyens dont les exploitants du secteur alimentaire disposent pour déterminer, valider et vérifier la durée de vie microbiologique (DVM) des denrées alimentaires qu’ils fabriquent et mettent sur le marché. Les obligations réglementaires sont rappelées. Les différents outils disponibles pour la réalisation des études de DVM sont présentés. Un logigramme est proposé pour aider, d’une part, les entreprises à hiérarchiser, au cas par cas, les moyens à déployer pour valider et/ou vérifier les DVM, et, d’autre part, les inspecteurs à vérifier la pertinence des dossiers présentés par les exploitants du secteur alimentaire."
2020,1,DGAL/SDSSA/2019-842,https://info.agriculture.gouv.fr/boagri/instruction-2019-842,https://info.agriculture.gouv.fr/boagri/instruction-2019-842/telechargement,Plan de surveillance de la contamination des saucissons secs et chorizos de porc par Salmonella spp. au stade de la distribution - 2020,"Ce plan de surveillance est destiné à recueillir des données représentatives de la contamination des saucissons secs et chorizos de porc produits en France par Salmonella spp., afin de pouvoir apprécier l'exposition des consommateurs à ce danger. Ces données complèteront le plan de surveillance équivalent mis en place en 2016.  Ainsi, 300 échantillons (n=5) seront prélevés à la distribution, au prorata de la population humaine. La période de réalisation des prélèvements s'étend du 2 janvier au 31 décembre 2020. Les résultats d'analyse seront transmis par les laboratoires agréés aux DD(CS)PP/DAAF qui les reporteront au fur et à mesure dans SIGAL à l'aide d'un descripteur spécifique, au plus tard le 1er février 2021."
2020,1,DGAL/SDSSA/2019-846,https://info.agriculture.gouv.fr/boagri/instruction-2019-846,https://info.agriculture.gouv.fr/boagri/instruction-2019-846/telechargement,Plan de surveillance de la contamination des sandwichs et salades composées par Listeria monocytogenes au stade de la production et au stade de la distribution.,"Ce plan de surveillance est destiné à estimer la contamination par Listeria monocytogenes des sandwichs et salades composées comportant des denrées animales produits et mis sur le marché.
300 échantillons de 5 unités (n=5) seront prélevés dans des ateliers de production (agréés ou non) ou dans des établissements de distribution (y compris stations-services, campings, supérettes). Les 13 régions métropolitaines sont concernées par ces prélèvements.   La proportion de prélèvements entre ateliers de production ou en remise directe sera appréciée au niveau départemental en fonction des ressources et des spécificités locales.
La période de réalisation des prélèvements s'étend du 2 janvier au 31 décembre 2020.
Les résultats d'analyse seront saisis dans SIGAL par les laboratoires agréés au fur et à mesure de leur obtention et devront être disponibles au plus tard le 1er février 2021."
2020,1,DGAL/SDSSA/2019-852,https://info.agriculture.gouv.fr/boagri/instruction-2019-852,https://info.agriculture.gouv.fr/boagri/instruction-2019-852/telechargement,Plan exploratoire relatif à la contamination des abats de volailles par Campylobacter et Salmonella spp. au stade de l'abattoir et de la distribution,"Ce plan exploratoire est destiné à collecter des données sur la contamination par Campylobacter et Salmonella des abats de volaille aux stades de l’abattoir et de la distribution, afin d'évaluer l'exposition du consommateur..
180 échantillons de 5 unités (n=5) seront prélevés à l’abattoir dans des établissements agréés pour l'abattage de poulets, de dindes et ou de canards et au stade de la distribution, dans les rayons libre-service des établissements de commerce de détail de type grandes et moyennes surfaces (GMS).
Les 13 régions métropolitaines sont concernées par ces prélèvements.   Chaque région est chargée de la répartition des prélèvements, au prorata de la population humaine, dans les différents départements de son territoire, conformément à la prescription nationale édictée.
La période de réalisation des prélèvements s'étend du 2 janvier au 31 décembre 2020.
Les résultats d'analyse sur la contamination par Salmonella spp. seront saisis dans SIGAL par les laboratoires agréés au fur et à mesure de leur obtention et devront être disponibles au plus tard le 1er février 2021.
Les résultats d'analyses sur la contamination par Campylobacter seront transmis par les laboratoires agréés au LNR à chaque fin de trimestre."
2020,1,DGAL/SDSSA/2019-866,https://info.agriculture.gouv.fr/boagri/instruction-2019-866,https://info.agriculture.gouv.fr/boagri/instruction-2019-866/telechargement,Plan de surveillance de la contamination des coquillages par Escherichia coli au stade de la distribution - 2020.,Ce plan de surveillance est destiné à estimer la contamination par Escherichia coli des coquillages mis sur le marché en France. 220 échantillons (n=5) seront prélevés au stade de la distribution et seront répartis proportionnellement à la population humaine.Ces prélèvements seront répartis proportionnellement à la population humaine dans les 13 régions métropolitaines. La période de réalisation des prélèvements s'étend du 2 janvier au 31 décembre 2020. Les résultats d'analyse seront saisis dans SIGAL par les laboratoires agréés au fur et à mesure de leur obtention et devront être disponibles au plus tard le 1er février 2021. Les modifications apportées par rapport à l'instruction technique relative au plan de surveillance de la contamination des coquillages par Escherichia coli au stade de la distribution en 2019 apparaissent en grisé.
